\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2020-01-31 08:02:14,,,,,,,,
\\For 2019,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2019-10-10,16,6.64,13.36,13.36,13.03,4.75,4.75,4.75
2019-10-10,17,8.41,13.38,13.29,13.22,8.56,8.56,8.56
2019-10-10,18,12.29,15.50,14.99,13.39,10.80,10.80,8.94
2019-10-10,19,5.93,15.50,15.50,16.00,15.73,15.73,8.92
2019-10-10,20,4.71,13.33,13.37,13.37,7.33,7.33,7.01
2019-10-10,21,1.88,6.00,6.00,5.84,1.30,1.30,1.30
2019-10-10,22,0.00,5.00,5.18,5.00,1.29,1.29,1.29
2019-10-10,23,0.00,0.00,0.00,0.00,1.02,0.27,0.27
2019-10-10,24,0.00,0.00,0.00,0.00,1.02,0.24,0.24
2019-10-11,1,-0.01,0.00,0.00,0.00,1.09,0.20,0.20
2019-10-11,2,-0.10,-0.02,0.00,-0.02,1.09,0.20,0.20
2019-10-11,3,-0.07,-0.10,-0.10,-0.02,1.09,0.20,0.20
2019-10-11,4,-0.01,0.00,0.00,-0.10,1.02,0.20,0.20
2019-10-11,5,0.00,0.00,0.00,0.00,1.02,0.20,0.20
2019-10-11,6,0.47,5.85,5.84,5.70,1.08,0.27,0.27
2019-10-11,7,5.33,9.06,6.66,5.66,1.25,1.25,1.25
2019-10-11,8,1.90,9.01,6.66,5.67,1.43,1.43,1.43
2019-10-11,9,0.00,5.00,5.00,5.00,1.43,1.43,1.43
2019-10-11,10,6.83,0.00,4.85,0.00,2.28,2.28,2.28
2019-10-11,11,1.75,0.00,0.00,0.00,1.73,1.73,1.73
2019-10-11,12,0.00,0.00,0.00,0.00,4.75,4.75,4.75
2019-10-11,13,0.00,0.00,0.00,0.00,16.15,16.15,16.15
2019-10-11,14,0.00,0.00,0.00,0.00,1.73,1.73,1.73
2019-10-11,15,0.00,0.00,0.00,0.00,1.43,1.43,1.43
2019-10-11,16,1.38,5.00,0.00,0.00,1.26,1.26,1.26
2019-10-11,17,0.00,5.00,5.00,5.00,1.26,1.26,1.26
2019-10-11,18,0.00,5.80,5.59,5.83,20.52,20.52,20.52
2019-10-11,19,3.74,5.00,5.00,5.00,5.89,5.89,5.89
2019-10-11,20,1.90,5.00,5.00,5.00,17.11,17.11,17.11
2019-10-11,21,0.90,5.00,5.00,0.00,1.09,1.09,1.09
2019-10-11,22,0.00,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-11,23,0.00,0.00,0.00,0.00,1.03,0.24,0.24
2019-10-11,24,-0.76,-0.13,-0.13,-0.10,1.03,0.20,0.20
2019-10-12,1,-1.01,-2.00,-2.00,-2.00,1.26,0.20,0.20
2019-10-12,2,-3.00,-3.00,-3.00,-3.00,1.26,0.20,0.20
2019-10-12,3,-0.34,-3.00,-3.00,-3.00,1.25,0.20,0.20
2019-10-12,4,-1.21,-2.99,-3.00,-3.00,1.01,0.20,0.20
2019-10-12,5,-0.03,-2.99,-1.00,-2.99,1.01,0.20,0.20
2019-10-12,6,-0.02,0.00,-0.01,0.00,1.01,0.20,0.20
2019-10-12,7,0.00,0.00,0.00,0.00,1.24,1.00,1.00
2019-10-12,8,4.34,0.00,0.00,0.00,1.43,1.43,1.43
2019-10-12,9,5.77,0.25,4.85,0.00,1.16,1.16,1.16
2019-10-12,10,0.00,5.00,1.00,1.00,1.09,1.09,1.09
2019-10-12,11,0.00,5.00,5.00,0.00,1.22,1.22,1.22
2019-10-12,12,0.00,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-12,13,0.00,0.00,0.00,0.00,1.43,1.43,1.43
2019-10-12,14,0.00,0.00,0.00,0.00,1.43,1.43,1.43
2019-10-12,15,0.00,0.00,0.00,0.00,1.50,1.45,1.45
2019-10-12,16,0.00,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-12,17,0.00,0.00,0.00,0.00,1.29,1.24,1.24
2019-10-12,18,0.00,0.00,0.00,0.00,1.71,1.71,1.71
2019-10-12,19,0.00,0.00,4.90,5.00,1.09,1.09,1.09
2019-10-12,20,0.00,0.00,0.00,0.00,1.08,0.27,0.27
2019-10-12,21,0.00,0.00,0.00,0.00,1.09,0.20,0.20
2019-10-12,22,0.00,0.00,0.00,0.00,1.08,0.20,0.20
2019-10-12,23,-1.05,0.00,0.00,0.00,1.08,0.20,0.20
2019-10-12,24,-3.18,-2.00,-2.00,-2.00,1.08,0.20,0.20
2019-10-13,1,-3.00,-3.00,-3.00,-3.00,1.09,0.20,0.20
2019-10-13,2,-3.00,-3.00,-3.00,-3.00,1.09,0.20,0.20
2019-10-13,3,-3.92,-3.00,-3.00,-4.10,1.10,0.20,0.20
2019-10-13,4,-3.92,-3.00,-3.00,-4.10,1.09,0.20,0.20
2019-10-13,5,-3.55,-3.00,-3.00,-4.10,1.09,0.20,0.20
2019-10-13,6,-3.00,-3.00,-3.00,-3.00,1.09,0.20,0.20
2019-10-13,7,-2.76,-2.00,-2.00,-2.13,1.09,0.20,0.20
2019-10-13,8,-1.50,-1.00,-1.00,-2.00,1.09,0.24,0.24
2019-10-13,9,-1.84,-3.00,-2.00,-2.00,1.09,0.39,0.39
2019-10-13,10,-3.00,-3.00,-3.00,-3.00,1.09,0.38,0.38
2019-10-13,11,-3.00,-2.00,-2.00,-3.00,1.10,1.10,1.10
2019-10-13,12,-3.00,-2.00,-2.00,-2.00,1.10,1.10,1.10
2019-10-13,13,-3.00,-3.00,-3.00,-3.00,1.10,1.10,1.10
2019-10-13,14,-3.00,-2.13,-3.00,-3.00,1.09,1.00,1.00
2019-10-13,15,-3.00,-0.13,-0.10,-0.13,1.09,1.00,1.00
2019-10-13,16,-1.18,-0.10,-0.02,-0.02,1.09,1.09,1.09
2019-10-13,17,-0.03,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-13,18,0.00,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-13,19,0.00,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-13,20,0.00,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-13,21,0.00,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-13,22,0.00,0.00,0.00,0.00,1.09,1.09,1.09
2019-10-13,23,0.00,0.00,0.00,-0.01,1.09,0.20,0.20
2019-10-13,24,-1.52,-1.00,-2.13,-2.00,1.09,0.20,0.20
2019-10-14,1,-2.93,-3.00,-3.00,-3.00,1.09,0.24,0.24
2019-10-14,2,-3.46,-3.00,-3.00,-3.00,1.09,0.24,0.24
2019-10-14,3,-3.09,-3.00,-3.00,-3.00,1.09,0.24,0.24
2019-10-14,4,-3.00,-3.00,-4.10,-3.00,1.09,0.24,0.24
2019-10-14,5,-2.40,-3.00,-3.00,-3.00,1.09,0.24,0.24
2019-10-14,6,-0.04,0.00,0.00,-1.00,1.08,0.24,0.24
2019-10-14,7,0.00,0.00,0.00,0.00,1.08,0.24,0.24
2019-10-14,8,3.31,0.00,0.00,0.00,1.08,0.24,0.24
2019-10-14,9,5.74,0.00,0.00,0.00,1.08,0.24,0.24
2019-10-14,10,0.00,0.00,0.00,-0.01,1.09,0.45,0.45
2019-10-14,11,0.00,0.00,0.00,0.00,1.09,1.00,1.00
2019-10-14,12,0.00,0.00,0.00,0.00,1.09,0.45,0.45
2019-10-14,13,0.00,0.00,0.00,0.00,1.09,0.45,0.45
2019-10-14,14,0.00,0.00,0.00,0.00,1.09,0.45,0.45
2019-10-14,15,2.81,0.00,0.00,0.00,1.09,0.45,0.45
2019-10-14,16,0.95,0.00,0.00,5.00,1.09,1.09,1.09
2019-10-14,17,4.87,12.53,6.35,5.81,1.18,1.18,1.18
2019-10-14,18,11.19,13.35,13.37,13.76,6.49,6.49,6.49
2019-10-14,19,15.43,16.00,16.00,16.00,8.54,8.54,8.54
2019-10-14,20,15.37,15.55,15.43,15.43,8.56,8.56,8.56
2019-10-14,21,12.49,13.35,13.35,13.33,4.52,4.52,4.52
2019-10-14,22,8.97,5.91,5.85,5.92,1.09,0.45,0.45
2019-10-14,23,6.68,5.00,5.00,5.00,1.00,0.20,0.20
2019-10-14,24,8.32,0.00,0.00,0.00,1.08,0.20,0.20
2019-10-15,1,10.17,0.00,0.00,0.00,1.09,0.20,0.20
2019-10-15,2,13.73,0.00,0.00,0.00,1.09,0.20,0.20
2019-10-15,3,1.34,0.00,0.00,0.00,1.03,0.20,0.20
2019-10-15,4,5.31,4.16,5.00,5.00,1.01,0.20,0.20
2019-10-15,5,4.88,14.35,14.35,6.54,1.09,0.20,0.20
2019-10-15,6,29.24,22.26,16.00,16.00,5.29,4.74,4.73
2019-10-15,7,21.34,20.88,19.30,16.50,1.67,0.82,0.82
2019-10-15,8,16.26,20.24,20.24,16.50,3.86,3.86,3.86
2019-10-15,9,12.78,16.50,16.50,16.00,2.00,2.00,2.00
2019-10-15,10,11.34,16.00,16.00,17.53,6.37,6.37,6.37
2019-10-15,11,-0.35,13.20,9.79,10.16,1.09,1.09,1.09
2019-10-15,12,0.00,5.00,5.83,5.00,4.49,4.49,4.49
2019-10-15,13,0.00,5.00,5.00,5.00,4.17,4.17,4.17
2019-10-15,14,6.27,5.00,5.80,5.00,2.48,2.48,2.48
2019-10-15,15,18.87,5.00,5.16,6.30,4.20,4.20,3.65
2019-10-15,16,27.65,13.79,14.36,14.36,11.04,10.88,9.15
2019-10-15,17,14.24,16.55,16.00,17.08,9.72,9.72,9.72
2019-10-15,18,9.15,16.00,16.00,16.74,6.40,6.40,6.40
2019-10-15,19,4.36,16.41,16.41,21.32,3.59,3.59,3.59
2019-10-15,20,3.35,14.36,14.36,14.34,0.56,0.56,0.56
2019-10-15,21,4.35,14.38,14.36,13.77,1.09,0.24,0.24
2019-10-15,22,0.00,5.00,5.00,5.00,1.09,0.20,0.20
2019-10-15,23,-0.01,0.00,0.00,0.00,1.09,0.20,0.20
2019-10-15,24,-0.07,0.00,0.00,0.00,1.09,0.20,0.20
2019-10-16,1,-0.11,0.00,0.00,0.00,1.22,0.20,0.20
2019-10-16,2,-2.34,0.00,-0.02,-0.01,1.21,0.20,0.20
2019-10-16,3,-2.93,-0.13,-0.13,-0.13,1.03,0.20,0.20
2019-10-16,4,-1.09,-0.13,-0.13,0.00,1.02,0.20,0.20
2019-10-16,5,-0.02,0.00,0.00,0.00,1.01,0.20,0.20
2019-10-16,6,3.64,5.86,5.86,6.54,1.01,0.20,0.20
2019-10-16,7,10.74,6.60,5.92,6.62,1.22,0.45,0.45
2019-10-16,8,16.42,6.60,5.92,5.87,1.41,0.45,0.45
2019-10-16,9,40.39,5.87,14.40,6.60,3.65,2.34,2.34
2019-10-16,10,54.19,20.88,10.50,20.07,33.24,9.25,9.25
2019-10-16,11,24.47,16.00,16.00,5.16,6.34,2.91,2.91
2019-10-16,12,12.96,6.54,6.60,19.30,4.17,0.45,0.45
2019-10-16,13,25.48,6.62,5.88,5.80,4.75,4.75,4.75
2019-10-16,14,63.20,6.60,14.32,5.00,20.18,20.18,20.16
2019-10-16,15,17.08,16.00,14.40,5.88,4.17,3.90,3.90
2019-10-16,16,19.61,16.00,15.00,5.59,1.29,0.45,0.45
2019-10-16,17,20.06,14.39,12.62,5.00,4.61,4.61,4.61
2019-10-16,18,5.36,15.00,15.00,5.59,4.52,4.52,4.52
2019-10-16,19,2.43,14.39,14.40,14.40,4.57,4.57,4.57
2019-10-16,20,5.10,5.86,14.34,14.35,1.43,1.43,1.43
2019-10-16,21,0.49,5.00,5.00,5.00,1.43,0.45,0.45
2019-10-16,22,1.67,1.00,5.00,0.00,1.24,0.24,0.24
2019-10-16,23,0.00,0.00,0.00,0.00,1.21,0.20,0.20
2019-10-16,24,0.00,0.00,0.00,0.00,1.22,0.20,0.20
2019-10-17,1,-0.03,0.00,0.00,0.00,1.21,0.20,0.20
2019-10-17,2,-0.13,-0.10,-0.10,-0.02,1.21,0.20,0.20
2019-10-17,3,-0.89,-0.10,-0.10,-0.13,1.21,0.20,0.20
2019-10-17,4,-0.14,-0.10,-0.02,-0.13,1.21,0.20,0.20
2019-10-17,5,-0.03,0.00,0.00,0.00,1.20,0.20,0.20
2019-10-17,6,0.00,0.00,0.00,0.00,1.44,0.20,0.20
2019-10-17,7,1.83,0.00,0.00,0.00,1.30,0.26,0.26
2019-10-17,8,0.00,5.00,5.00,0.00,1.44,0.53,0.53
2019-10-17,9,0.00,5.00,3.16,0.00,1.09,0.82,0.82
2019-10-17,10,0.00,6.04,5.00,0.00,1.35,1.35,1.35
2019-10-17,11,0.00,3.16,5.00,0.00,1.44,1.44,1.44
2019-10-17,12,0.00,0.00,0.00,0.00,1.44,1.44,1.44
2019-10-17,13,0.00,0.00,0.00,0.00,1.28,1.28,1.28
2019-10-17,14,0.00,0.00,0.00,0.00,2.52,2.52,2.52
2019-10-17,15,1.28,,0.00,0.00,4.19,4.19,4.19
2019-10-17,16,3.28,5.00,,5.00,11.77,11.77,11.77
2019-10-17,17,7.47,5.96,14.00,,6.95,6.95,6.95
2019-10-17,18,18.82,16.00,14.35,16.00,14.32,14.32,12.30
2019-10-17,19,5.86,16.00,16.00,16.00,1.49,1.49,1.49
2019-10-17,20,14.46,16.00,16.00,16.00,10.88,10.88,10.88
2019-10-17,21,10.10,14.34,14.35,12.88,21.15,21.15,21.15
2019-10-17,22,2.81,5.00,5.00,5.00,1.11,1.11,1.11
2019-10-17,23,1.94,3.16,3.16,5.00,1.09,0.45,0.45
2019-10-17,24,1.89,0.00,0.00,0.00,1.09,0.23,0.23
2019-10-18,1,0.47,0.00,0.00,0.00,1.22,0.20,0.20
2019-10-18,2,4.27,0.00,0.00,0.00,0.96,0.20,0.20
2019-10-18,3,0.95,0.00,0.00,0.00,1.04,0.20,0.20
2019-10-18,4,2.85,0.00,0.00,0.00,1.00,0.20,0.20
2019-10-18,5,5.78,5.00,5.00,5.00,1.00,0.20,0.20
2019-10-18,6,9.45,19.53,27.67,19.50,1.26,0.32,0.32
2019-10-18,7,44.71,36.66,37.67,27.57,29.37,29.37,29.37
2019-10-18,8,6.34,37.67,26.45,40.00,6.85,6.85,6.85
2019-10-18,9,24.78,16.03,16.03,15.77,27.75,27.75,27.74
2019-10-18,10,9.46,16.00,16.11,16.11,24.17,24.17,24.17
2019-10-18,11,4.68,22.53,16.00,14.40,4.50,4.50,4.50
2019-10-18,12,5.75,16.00,17.74,16.00,4.76,4.76,4.76
2019-10-18,13,7.13,7.17,14.35,16.00,21.78,21.78,21.78
2019-10-18,14,8.95,16.00,16.00,14.38,9.82,9.82,9.82
2019-10-18,15,14.37,16.00,14.40,5.98,4.96,4.96,4.96
2019-10-18,16,17.19,16.00,16.00,19.56,4.51,4.51,4.51
2019-10-18,17,14.29,19.30,19.30,19.30,1.28,1.28,1.28
2019-10-18,18,15.03,18.57,21.41,23.49,10.40,10.40,10.40
2019-10-18,19,23.23,21.91,21.90,23.72,6.21,6.21,6.21
2019-10-18,20,23.24,23.48,23.51,23.68,6.44,6.44,6.44
2019-10-18,21,19.64,24.12,24.12,24.12,6.20,6.20,6.20
2019-10-18,22,18.15,24.12,24.12,24.12,1.45,0.45,0.45
2019-10-18,23,13.10,14.40,14.40,16.00,1.54,0.34,0.34
2019-10-18,24,9.41,14.35,14.36,14.35,1.55,0.20,0.20
2019-10-19,1,8.68,6.60,5.85,5.81,1.08,0.20,0.20
2019-10-19,2,5.64,5.84,5.70,5.00,1.08,0.20,0.20
2019-10-19,3,4.98,5.00,5.81,5.00,1.08,0.20,0.20
2019-10-19,4,8.14,5.00,5.00,5.00,1.08,0.20,0.20
2019-10-19,5,10.91,5.18,5.00,5.00,1.08,0.20,0.20
2019-10-19,6,10.67,14.34,14.35,6.46,1.08,0.20,0.20
2019-10-19,7,15.70,14.34,14.34,5.85,1.18,0.20,0.20
2019-10-19,8,9.44,12.62,12.62,5.87,1.08,0.20,0.20
2019-10-19,9,5.71,14.39,12.62,5.86,1.08,0.20,0.20
2019-10-19,10,2.28,5.74,5.94,5.00,1.08,0.45,0.45
2019-10-19,11,0.00,5.00,5.00,5.00,1.08,0.45,0.45
2019-10-19,12,2.74,5.74,5.74,5.20,1.08,0.20,0.20
2019-10-19,13,0.39,5.00,5.20,5.00,1.08,0.20,0.20
2019-10-19,14,0.40,5.00,5.00,5.00,1.08,0.20,0.20
2019-10-19,15,4.39,5.83,5.69,5.16,1.08,1.08,1.08
2019-10-19,16,4.69,6.60,6.60,6.48,1.17,1.17,1.17
2019-10-19,17,7.89,14.37,14.37,14.35,2.23,2.23,2.23
2019-10-19,18,12.41,16.47,14.38,14.35,10.08,10.08,10.08
2019-10-19,19,11.99,20.00,20.00,16.50,10.21,10.21,10.21
2019-10-19,20,8.57,14.36,14.36,14.35,5.87,5.87,5.87
2019-10-19,21,3.45,6.54,6.60,5.94,1.08,0.45,0.45
2019-10-19,22,2.72,5.85,5.84,5.81,1.29,0.20,0.20
2019-10-19,23,1.81,5.00,5.00,5.00,1.08,0.20,0.20
2019-10-19,24,0.00,0.00,0.00,0.00,1.08,0.19,0.19
2019-10-20,1,-0.65,-0.50,-0.50,-0.50,1.08,0.20,0.20
2019-10-20,2,-0.21,-0.50,-0.50,-3.00,1.08,0.20,0.20
2019-10-20,3,-0.20,-2.13,-1.00,-0.50,1.08,0.20,0.20
2019-10-20,4,-3.48,-0.50,-3.00,-3.00,1.08,0.20,0.20
2019-10-20,5,-0.04,-0.50,-0.50,-3.00,1.08,0.20,0.20
2019-10-20,6,1.19,0.00,-0.13,-0.13,1.08,0.20,0.20
2019-10-20,7,5.71,0.00,0.00,0.00,1.08,0.20,0.20
2019-10-20,8,5.69,5.66,5.15,5.13,1.08,0.20,0.20
2019-10-20,9,9.44,5.90,5.84,5.66,1.08,0.20,0.20
2019-10-20,10,7.95,5.16,5.56,5.16,1.08,0.45,0.45
2019-10-20,11,5.72,5.16,4.63,0.00,1.08,0.45,0.45
2019-10-20,12,5.74,5.84,5.70,5.16,1.08,0.20,0.20
2019-10-20,13,5.63,5.70,5.66,0.00,1.08,0.20,0.20
2019-10-20,14,7.16,12.77,6.62,4.63,1.08,0.20,0.20
2019-10-20,15,9.42,5.81,5.81,5.80,1.08,0.20,0.20
2019-10-20,16,14.44,16.00,15.48,14.36,1.70,0.45,0.45
2019-10-20,17,17.53,18.00,18.00,19.00,1.43,1.34,1.34
2019-10-20,18,18.64,18.00,17.09,22.39,10.45,10.45,10.45
2019-10-20,19,18.51,19.00,19.00,23.50,3.68,0.45,0.45
2019-10-20,20,17.41,18.00,18.00,22.38,1.42,0.45,0.45
2019-10-20,21,16.25,16.00,16.00,16.85,1.42,0.35,0.35
2019-10-20,22,11.45,14.35,14.34,14.36,1.53,0.20,0.20
2019-10-20,23,6.03,5.90,5.90,5.94,1.08,0.20,0.20
2019-10-20,24,1.78,5.70,5.70,5.90,1.08,0.20,0.20
2019-10-21,1,-0.07,0.00,0.00,-0.25,1.08,0.20,0.20
2019-10-21,2,-0.78,-0.50,-0.50,-0.50,1.08,0.20,0.20
2019-10-21,3,-2.55,-0.50,-0.50,-0.50,1.08,0.20,0.20
2019-10-21,4,-3.46,0.00,0.00,0.00,1.08,0.20,0.20
2019-10-21,5,-0.03,5.81,5.94,5.70,1.09,0.20,0.20
2019-10-21,6,-0.27,12.10,12.77,14.36,4.75,0.20,0.20
2019-10-21,7,0.00,6.66,14.34,13.56,21.60,21.60,21.60
2019-10-21,8,0.00,14.35,14.34,5.92,21.60,21.60,21.60
2019-10-21,9,0.00,5.20,5.85,5.70,14.40,14.40,14.40
2019-10-21,10,0.00,0.00,0.00,4.16,14.40,14.40,14.40
2019-10-21,11,-0.04,0.00,0.00,0.00,14.41,14.41,14.41
2019-10-21,12,-0.11,0.00,0.00,0.00,14.40,14.40,14.40
2019-10-21,13,-0.36,0.00,0.00,0.00,14.40,14.40,14.40
2019-10-21,14,-3.00,0.00,0.00,0.00,14.40,14.40,14.40
2019-10-21,15,0.00,0.00,0.00,0.00,14.00,14.00,14.00
2019-10-21,16,0.00,5.70,0.01,0.00,14.40,14.40,14.40
2019-10-21,17,0.00,0.00,0.00,0.00,17.46,17.46,17.46
2019-10-21,18,0.00,5.79,5.92,0.00,21.00,21.00,21.00
2019-10-21,19,0.00,5.80,5.85,14.34,19.95,19.95,19.95
2019-10-21,20,0.00,0.00,5.22,5.70,17.08,17.08,17.08
2019-10-21,21,0.00,0.00,0.00,0.00,15.88,10.59,10.59
2019-10-21,22,0.00,0.00,0.00,0.00,16.18,4.75,4.75
2019-10-21,23,-0.08,0.00,0.00,0.00,1.00,0.20,0.20
2019-10-21,24,-1.98,-0.13,-0.10,-0.25,1.31,0.20,0.20
2019-10-22,1,-3.00,-0.13,-0.50,-0.13,1.00,0.20,0.20
2019-10-22,2,-3.00,-0.50,-0.50,-2.00,1.00,0.20,0.20
2019-10-22,3,-3.00,-2.00,-2.00,-2.00,1.00,0.20,0.20
2019-10-22,4,-3.00,-0.13,-0.13,-0.13,1.00,0.20,0.20
2019-10-22,5,-2.01,0.00,0.00,0.00,1.29,0.20,0.20
2019-10-22,6,-0.03,5.59,0.00,5.70,1.20,0.20,0.20
2019-10-22,7,3.31,6.00,5.94,9.20,7.57,7.57,7.57
2019-10-22,8,2.24,5.94,5.85,15.41,18.75,18.75,18.75
2019-10-22,9,3.22,5.70,5.85,5.70,17.32,17.32,17.32
2019-10-22,10,0.00,0.00,1.57,5.66,4.75,4.75,4.75
2019-10-22,11,0.00,0.00,0.00,0.00,19.00,19.00,19.00
2019-10-22,12,0.00,0.00,0.00,0.00,19.81,19.81,19.81
2019-10-22,13,0.00,0.00,0.00,0.00,20.01,20.01,20.01
2019-10-22,14,0.00,0.00,0.00,0.00,18.74,18.74,18.74
2019-10-22,15,0.00,0.00,0.00,0.00,20.52,20.52,20.52
2019-10-22,16,0.00,0.00,0.00,0.00,1.42,1.42,1.42
2019-10-22,17,0.00,0.00,0.00,0.00,18.88,18.88,18.88
2019-10-22,18,0.00,0.00,0.00,0.00,21.05,21.05,21.05
2019-10-22,19,0.00,5.56,5.59,5.81,19.87,19.87,19.87
2019-10-22,20,0.00,3.23,5.81,5.83,19.87,19.87,19.87
2019-10-22,21,0.00,0.00,0.00,0.00,19.83,19.83,19.83
2019-10-22,22,-0.01,0.00,0.00,0.00,4.12,4.12,4.12
2019-10-22,23,-0.21,0.00,0.00,0.00,0.98,0.24,0.24
2019-10-22,24,-3.09,-0.50,-2.00,-2.00,1.02,0.20,0.20
2019-10-23,1,-3.00,-2.00,-0.50,-0.50,1.00,0.20,0.20
2019-10-23,2,-3.00,-3.00,-3.00,-2.13,1.00,0.20,0.20
2019-10-23,3,-3.00,-3.00,-3.00,-3.00,1.00,0.20,0.20
2019-10-23,4,-3.00,-1.00,-2.75,-2.00,1.00,0.20,0.20
2019-10-23,5,-2.86,0.00,0.00,0.00,1.00,0.20,0.20
2019-10-23,6,-0.53,0.00,0.00,0.00,1.00,0.20,0.20
2019-10-23,7,0.00,0.00,0.00,0.00,20.00,20.00,20.00
2019-10-23,8,0.00,0.00,0.00,0.00,19.32,19.32,19.32
2019-10-23,9,-1.00,0.00,0.00,0.00,19.89,19.89,19.89
2019-10-23,10,-3.00,-0.13,0.00,-0.10,20.82,20.82,20.82
2019-10-23,11,-3.00,-0.16,-0.13,-0.13,8.77,8.77,8.77
2019-10-23,12,-1.13,-0.50,-0.50,-0.50,4.97,4.97,4.97
2019-10-23,13,-3.00,-0.50,-0.50,-0.50,20.82,20.82,20.82
2019-10-23,14,-2.93,-0.50,-0.50,-0.50,18.78,18.78,18.78
2019-10-23,15,-2.28,-0.11,-0.10,0.00,18.46,18.46,18.46
2019-10-23,16,-0.01,0.00,0.00,0.00,17.37,17.37,17.37
2019-10-23,17,0.00,0.00,0.00,0.00,19.37,19.37,19.37
2019-10-23,18,0.00,0.00,0.00,0.00,26.40,26.40,26.40
2019-10-23,19,4.25,3.56,5.84,5.82,17.24,17.24,17.24
2019-10-23,20,5.81,5.94,5.84,6.00,16.45,16.45,16.45
2019-10-23,21,0.00,0.00,5.67,4.85,18.32,18.32,18.32
2019-10-23,22,-0.01,0.00,0.00,0.00,15.63,0.45,0.45
2019-10-23,23,-1.40,0.00,0.00,0.00,1.74,0.20,0.20
2019-10-23,24,-2.14,-0.10,0.00,-0.50,4.75,0.20,0.20
2019-10-24,1,-2.39,-0.50,-0.50,-3.00,1.76,0.20,0.20
2019-10-24,2,-3.00,-0.50,-0.50,-3.00,1.78,0.20,0.20
2019-10-24,3,-3.00,-3.00,-3.00,-4.10,1.81,0.20,0.20
2019-10-24,4,-3.00,-0.50,-0.50,-3.00,4.75,0.20,0.20
2019-10-24,5,-2.76,0.00,0.00,-0.13,4.75,0.20,0.20
2019-10-24,6,-0.54,0.00,0.00,0.00,5.98,0.20,0.20
2019-10-24,7,2.39,0.00,0.00,0.00,4.83,4.83,4.83
2019-10-24,8,4.85,0.00,0.00,0.00,21.60,21.60,21.15
2019-10-24,9,14.38,5.66,5.70,5.67,12.78,12.78,12.78
2019-10-24,10,14.03,5.92,5.56,0.00,4.76,0.45,0.45
2019-10-24,11,4.21,5.86,5.85,0.00,4.76,0.45,0.45
2019-10-24,12,0.00,5.70,5.85,5.66,4.76,0.45,0.45
2019-10-24,13,0.08,0.00,0.00,0.00,4.76,0.45,0.45
2019-10-24,14,0.00,,3.56,0.00,4.76,4.76,4.76
2019-10-24,15,3.84,5.90,,5.85,4.94,0.45,0.45
2019-10-24,16,13.73,16.00,16.00,,4.44,0.45,0.45
2019-10-24,17,21.15,16.00,16.00,16.00,11.50,11.50,11.50
2019-10-24,18,28.88,16.00,16.00,16.00,28.90,28.90,28.86
2019-10-24,19,16.94,16.00,16.59,20.00,30.07,30.07,30.00
2019-10-24,20,12.50,16.30,16.00,16.00,29.81,29.81,29.78
2019-10-24,21,14.60,16.00,16.00,16.00,22.81,22.81,22.81
2019-10-24,22,20.30,14.37,18.54,21.39,27.44,0.45,0.45
2019-10-24,23,6.91,5.84,5.83,5.90,1.26,0.20,0.20
2019-10-24,24,5.69,5.84,5.81,0.00,1.46,0.20,0.20
2019-10-25,1,-0.27,4.85,0.00,3.56,1.23,0.20,0.20
2019-10-25,2,2.84,0.00,0.00,0.00,1.23,0.20,0.20
2019-10-25,3,-0.03,0.00,0.00,-0.50,1.23,0.20,0.20
2019-10-25,4,0.09,0.00,0.00,-0.50,1.23,0.20,0.20
2019-10-25,5,5.57,5.81,5.70,0.00,1.22,0.20,0.20
2019-10-25,6,4.11,23.55,21.00,37.95,1.22,0.20,0.20
2019-10-25,7,16.51,15.00,15.00,19.25,5.43,5.43,4.39
2019-10-25,8,19.18,14.00,14.00,17.12,10.57,10.57,4.75
2019-10-25,9,30.47,19.25,19.25,20.08,4.73,1.05,1.05
2019-10-25,10,25.53,16.00,16.00,20.00,5.94,0.78,0.78
2019-10-25,11,17.98,24.27,16.00,16.00,4.93,0.22,0.22
2019-10-25,12,14.36,19.00,19.00,16.00,4.75,0.20,0.20
2019-10-25,13,14.36,16.00,16.00,16.00,4.75,0.20,0.20
2019-10-25,14,15.44,,16.00,16.00,9.43,0.37,0.37
2019-10-25,15,15.24,,,16.00,8.54,0.45,0.45
2019-10-25,16,18.72,18.54,,,2.30,0.45,0.45
2019-10-25,17,15.77,16.00,16.00,,8.51,4.75,4.75
2019-10-25,18,17.45,16.72,16.72,16.44,11.51,11.51,4.75
2019-10-25,19,17.22,19.15,18.56,16.68,9.55,9.55,4.75
2019-10-25,20,15.26,16.00,16.00,16.00,10.70,10.70,4.75
2019-10-25,21,18.64,16.00,16.00,16.00,8.56,4.12,4.12
2019-10-25,22,16.76,16.00,16.00,16.00,4.54,0.20,0.20
